arm,engine,effort,wall_s,input_tok,cache_write,cache_read,output_tok,reasoning_tok,total_tok,cost_est_usd,exit,notes
glm53flashzaimaxr2,"GLM-5.3 Flash (max, Z.ai API) r2",max,1943.7,393052,0,38749248,43152,,39185452,0.6215,0,"*** REPLICATION R2 of `glm53flashzaimax`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same environment, same prompt, same harness, same repos, same judge config. The ONLY difference is that it is a different run. *** WHY: this row is published at 19/105 from ONE run. Every configuration this board has replicated has a run-to-run range between 2 and 9 points of 105, which on a row this size is a large fraction of the score itself - the three flash-tier rows being replicated here sit within 5 points of each other, so their published ordering rests on less than one measured spread. *** THE HARNESS QUESTION THESE RUNS ALSO ANSWER *** the control ran on Claude Code 2.1.267 (Z.ai shim); these run on 2.1.270. On 2026-09-14 a Fable mean had to be abandoned because its control held 727K of live context and never compacted while its replicates capped just under 300K and compacted eight to ten times per leg - same arm, same model string, different CLI. Shim arms carrying a [1m] model did NOT show that: dsv41flashmax peaked at 513-520K with zero compactions. CHECK THAT AGAIN on these transcripts before any mean is published - if a replicate compacts and its control did not, it is not a replicate. *** NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `glm53flashzaimax` and the other replicate.;concurrent_with=repo 2-dsv41flashmaxr2,repo 2-gemini38flash_agyr2,repo 2-gemini38flash_agyr3,repo 1-dsv41flashmaxr2,repo 1-gemini38flash_agyr3;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
glm53flashzaimaxr3,"GLM-5.3 Flash (max, Z.ai API) r3",max,1579.4,405747,0,38046464,44080,,38496291,0.6121,0,"*** REPLICATION R3 of `glm53flashzaimax`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same environment, same prompt, same harness, same repos, same judge config. The ONLY difference is that it is a different run. *** WHY: this row is published at 19/105 from ONE run. Every configuration this board has replicated has a run-to-run range between 2 and 9 points of 105, which on a row this size is a large fraction of the score itself - the three flash-tier rows being replicated here sit within 5 points of each other, so their published ordering rests on less than one measured spread. *** THE HARNESS QUESTION THESE RUNS ALSO ANSWER *** the control ran on Claude Code 2.1.267 (Z.ai shim); these run on 2.1.270. On 2026-09-14 a Fable mean had to be abandoned because its control held 727K of live context and never compacted while its replicates capped just under 300K and compacted eight to ten times per leg - same arm, same model string, different CLI. Shim arms carrying a [1m] model did NOT show that: dsv41flashmax peaked at 513-520K with zero compactions. CHECK THAT AGAIN on these transcripts before any mean is published - if a replicate compacts and its control did not, it is not a replicate. *** NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `glm53flashzaimax` and the other replicate.;concurrent_with=repo 2-dsv41flashmaxr3;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
gemini38flash_agyr2,Gemini 3.8 Flash (Antigravity CLI) r2,high,1374.8,2513181,0,40483216,109056,62691,43105453,5.3301,0,"*** REPLICATION R2 of `gemini38flash_agy`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same environment, same prompt, same harness, same repos, same judge config. The ONLY difference is that it is a different run. *** WHY: this row is published at 20/105 from ONE run. Every configuration this board has replicated has a run-to-run range between 2 and 9 points of 105, which on a row this size is a large fraction of the score itself - the three flash-tier rows being replicated here sit within 5 points of each other, so their published ordering rests on less than one measured spread. *** THE HARNESS QUESTION THESE RUNS ALSO ANSWER *** the control ran on Claude Code the Antigravity CLI (no Claude Code involved); these run on 2.1.270. On 2026-09-14 a Fable mean had to be abandoned because its control held 727K of live context and never compacted while its replicates capped just under 300K and compacted eight to ten times per leg - same arm, same model string, different CLI. Shim arms carrying a [1m] model did NOT show that: dsv41flashmax peaked at 513-520K with zero compactions. CHECK THAT AGAIN on these transcripts before any mean is published - if a replicate compacts and its control did not, it is not a replicate. *** NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `gemini38flash_agy` and the other replicate.;agy_status=SUCCESS;agy_turns=1;agy_init_model=gemini-3.8-flash-high;thinking_tok=62691;concurrent_with=repo 2-glm53flashzaimaxr2,repo 1-dsv41flashmaxr2,repo 1-glm53flashzaimaxr2;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
gemini38flash_agyr3,Gemini 3.8 Flash (Antigravity CLI) r3,high,1450.0,2874655,0,39215636,113332,64876,42203623,5.5222,0,"*** REPLICATION R3 of `gemini38flash_agy`, identical in every parameter that can be held fixed: same model, same effort flag, same route, same environment, same prompt, same harness, same repos, same judge config. The ONLY difference is that it is a different run. *** WHY: this row is published at 20/105 from ONE run. Every configuration this board has replicated has a run-to-run range between 2 and 9 points of 105, which on a row this size is a large fraction of the score itself - the three flash-tier rows being replicated here sit within 5 points of each other, so their published ordering rests on less than one measured spread. *** THE HARNESS QUESTION THESE RUNS ALSO ANSWER *** the control ran on Claude Code the Antigravity CLI (no Claude Code involved); these run on 2.1.270. On 2026-09-14 a Fable mean had to be abandoned because its control held 727K of live context and never compacted while its replicates capped just under 300K and compacted eight to ten times per leg - same arm, same model string, different CLI. Shim arms carrying a [1m] model did NOT show that: dsv41flashmax peaked at 513-520K with zero compactions. CHECK THAT AGAIN on these transcripts before any mean is published - if a replicate compacts and its control did not, it is not a replicate. *** NOT A NEW MODEL AND NOT A NEW TIER - do not publish as its own row; it feeds a `- mean of 3` row together with `gemini38flash_agy` and the other replicate.;agy_status=SUCCESS;agy_turns=1;agy_init_model=gemini-3.8-flash-high;thinking_tok=64876"
qwen3827br2,Qwen3.8-27B r2,xhigh,2605.7,864,430211,38025144,52856,,38509075,3.5958,0,"*** REPLICATION R2 of `qwen3827b`, for the n=3 mean. Byte-identical to the control except this label - same served id, same xhigh effort, same first-party DashScope endpoint, same [1m] declaration. NOTE the control peaked at only 27,495 / 26,900 live tokens and never compacted, so the 1M declaration was never load-bearing on this arm - it is there so the CLI does not assume 200K and thrash, not because the run needs the room. *** harness=Claude Code headless against Alibaba's OWN Anthropic-compatible endpoint https://dashscope-intl.aliyuncs.com/apps/anthropic - no aggregator, no local shim, the same first-party path as the qwen38flash and qwen38maxdash rows, so the three Qwen3.8 sizes are directly comparable and the only thing that changes between them is the model. Key DASHSCOPE_API_KEY via the ${VAR} indirection in clean_env. AVAILABILITY PROBED 2026-09-12 rather than assumed from OpenRouter's Alibaba listing: the endpoint serves the id qwen3.8-27b and 400s on qwen3.8-27b-instruct, -0902 and qwen3-8-27b, so the served id is the bare one. *** EFFORT IS xhigh AND THAT IS A MEASURED CLAIM, NOT A REQUEST *** The row was asked for at DEFAULT effort, and on this path there is no such thing. A logging pass-through on 2026-09-12 (receipt effort-dial-probes/20260912-claude-code-wire-default-effort.txt) shows an UNFLAGGED Claude Code sends output_config.effort=xhigh on every main call, and this endpoint implements that field - it 400-rejects bogus_zzz and names its accept-list (low, medium, high, xhigh, max), the same five the other two Qwen3.8 sizes expose. So the honest label for an out-of-the-box run here is xhigh, and the arm passes --effort xhigh explicitly to make the run reproducible rather than dependent on a CLI default that can change. MAGNITUDE on this model is not separately probed; the dial's SHAPE on this exact surface is, for both other Qwen3.8 sizes (binds hard at the bottom, saturates across high/xhigh/max), which is why the status is first_party and not verified. ctx 1,000,000 hence [1m] (a bare id means a 200K assumption and autocompact thrash - the dsv4flash lesson). BILLING: token-estimate at list, NOT a bill - DashScope exposes no credits API on this path. Rates from OpenRouter's Alibaba-endpoint listing for this slug (0.425 in / 0.5312 cache-write / 0.085 cache-read / 2.55 out per MTok); that source is used because for qwen3.8-max it lists exactly the DashScope list rates the qwen38maxdash row carries. cache_write is 0.5312 and NOT 0.00 - Qwen is the one family on this board OpenRouter charges a cache-write fee for, and modelling it free is the error the Aug 3 Qwen row shipped with.;concurrent_with=repo 1-gpt56solmaxr2,repo 1-qwen3827b8bit;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
qwen3827br3,Qwen3.8-27B r3,xhigh,1729.7,840,391332,33936676,53264,,34382112,3.2287,0,"*** REPLICATION R3 of `qwen3827b`, for the n=3 mean. Byte-identical to the control except this label - same served id, same xhigh effort, same first-party DashScope endpoint, same [1m] declaration. NOTE the control peaked at only 27,495 / 26,900 live tokens and never compacted, so the 1M declaration was never load-bearing on this arm - it is there so the CLI does not assume 200K and thrash, not because the run needs the room. *** harness=Claude Code headless against Alibaba's OWN Anthropic-compatible endpoint https://dashscope-intl.aliyuncs.com/apps/anthropic - no aggregator, no local shim, the same first-party path as the qwen38flash and qwen38maxdash rows, so the three Qwen3.8 sizes are directly comparable and the only thing that changes between them is the model. Key DASHSCOPE_API_KEY via the ${VAR} indirection in clean_env. AVAILABILITY PROBED 2026-09-12 rather than assumed from OpenRouter's Alibaba listing: the endpoint serves the id qwen3.8-27b and 400s on qwen3.8-27b-instruct, -0902 and qwen3-8-27b, so the served id is the bare one. *** EFFORT IS xhigh AND THAT IS A MEASURED CLAIM, NOT A REQUEST *** The row was asked for at DEFAULT effort, and on this path there is no such thing. A logging pass-through on 2026-09-12 (receipt effort-dial-probes/20260912-claude-code-wire-default-effort.txt) shows an UNFLAGGED Claude Code sends output_config.effort=xhigh on every main call, and this endpoint implements that field - it 400-rejects bogus_zzz and names its accept-list (low, medium, high, xhigh, max), the same five the other two Qwen3.8 sizes expose. So the honest label for an out-of-the-box run here is xhigh, and the arm passes --effort xhigh explicitly to make the run reproducible rather than dependent on a CLI default that can change. MAGNITUDE on this model is not separately probed; the dial's SHAPE on this exact surface is, for both other Qwen3.8 sizes (binds hard at the bottom, saturates across high/xhigh/max), which is why the status is first_party and not verified. ctx 1,000,000 hence [1m] (a bare id means a 200K assumption and autocompact thrash - the dsv4flash lesson). BILLING: token-estimate at list, NOT a bill - DashScope exposes no credits API on this path. Rates from OpenRouter's Alibaba-endpoint listing for this slug (0.425 in / 0.5312 cache-write / 0.085 cache-read / 2.55 out per MTok); that source is used because for qwen3.8-max it lists exactly the DashScope list rates the qwen38maxdash row carries. cache_write is 0.5312 and NOT 0.00 - Qwen is the one family on this board OpenRouter charges a cache-write fee for, and modelling it free is the error the Aug 3 Qwen row shipped with.;concurrent_with=repo 1-gpt56solmaxr2,repo 1-qwen3827b8bit;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
qwen3827b8bitnc,Qwen3.8-27B 8-bit (OpenRouter/Parasail) no-compact,default,1295.4,1263370,0,12870928,44590,,14178888,1.0608,0,"*** RE-RUN of `qwen3827b8bit` with the autocompact thrash removed. Same model, same host, same pin, same prices - the ONLY change is the context declaration the CLI is given. *** WHY: the first attempt set context_fallback_ok=true, so the CLI assumed a 200K window and auto-compacted at ~55K. repo 1 compacted 43 times (3/45, 163.0 min) and repo 2 compacted 31 times and was killed by the CLI's rapid_refill_breaker at 122.8 min with no report. The DashScope control on this model compacts zero times and peaks at ~27K, so those legs measured the harness rather than fp8 quantization. THE FIX AND ITS ONE HONEST WRINKLE: through a shim, `[1m]` is the ONLY context override the CLI accepts - [128k]/[262144] pass through verbatim and 400 as unknown model ids (measured 2026-09-12). Parasail's real ceiling for this slug is 262,144, NOT 1M, so `[1m]` OVERSTATES the host. It is used anyway, and here is why that is defensible rather than sloppy: the suffix never reaches the wire (Claude Code strips it, and this arm's model string is inert plumbing regardless - the proxy substitutes qwen/qwen3.8-27b), so its ONLY effect is the CLI's local compaction arithmetic. The measured natural working set for this task on this model is ~27K, roughly a tenth of Parasail's real ceiling, so the declaration is not load-bearing. THE ACCEPTED RISK, NAMED SO IT IS DIAGNOSABLE: with [1m] declared, the CLI's compaction safety net sits at ~300K, ABOVE Parasail's hard 262K. If a leg ever genuinely grew past 262K it would fail as a PARASAIL CONTEXT-LENGTH ERROR rather than compact. That has not happened and is not expected at a ~27K working set, but if this arm ever dies with an upstream context error, that is the cause and the answer is a smaller repo slice, not another [1m] argument. The published row must state the host ceiling as 262K and must NOT claim a 1M window. *** SEPARATE ROW, NOT a replicate of `qwen3827b`. Ordered 2026-09-15. *** via=local OpenRouter shim (--max-retries 20 --backoff-cap 60 --provider Parasail); upstream=OR qwen/qwen3.8-27b, PINNED TO PARASAIL with allow_fallbacks=false. OpenRouter lists 16 hosts for this slug; 10 serve fp8 (Reka, Parasail, AkashML, Mancer 2, Io Net, Chutes, Ionstream, CoreWeave, Venice, and DashScope itself shows up as 'Alibaba' at native precision), one (DeepInfra) serves bf16, one (Darkbloom) serves fp4 - an unpinned run blends across all of them per-request and measures nothing. Parasail chosen for the best price/max-output combination among the fp8 hosts (235,929 max completion tokens, matching CoreWeave's ceiling at roughly half its price) - not probed for reliability beyond one smoke-tested completion 2026-09-15 (200 OK, real thinking block, provider:'Parasail' echoed, cost matched list rates exactly: 59 in / 32 out -> $0.0000837). WHY THIS IS NOT `qwen3827b`: that control runs Claude Code against Alibaba's OWN first-party DashScope endpoint (https://dashscope-intl.aliyuncs.com/apps/anthropic), native precision, 1,000,000 declared context, --effort xhigh (a MEASURED claim on that endpoint - it implements output_config.effort and 400s on bogus values). This arm goes through OpenRouter, a third-party aggregator, to ONE specific fp8 host, and OpenRouter does not implement output_config - the smoke test produced a thinking block with NO effort flag sent at all, i.e. the model reasons on its own regardless of any dial, so EFFORT IS NOT ASSERTED (arm runs at effort=default, no --effort flag, matching the gptoss120b/gptoss20b/glm precedent - never label an arm with a tier set on a route where the dial is not verified live). CONTEXT: Parasail's own ceiling for this slug is 262K (well short of DashScope's 1M), so the [1m] suffix would be dishonest here even before the mechanical fact that stops it from being usable: through a shim `[1m]` is the ONLY context override the CLI accepts on a non-Anthropic route - [128k]/[262144]/etc pass through verbatim and 400 as an unknown model id (measured 2026-09-12 on the gpt-oss rows). So `context_fallback_ok=true` is the honest declaration: the CLI assumes 200K, compaction fires near the ~55-60K trigger that comes with that assumption, and that is comfortably inside Parasail's real 262K ceiling rather than past it. BILLING: REAL OpenRouter bill (credits-delta, canonical), not the token-estimate DashScope's route requires - the smoke call's cost field matched Parasail's OR-listed rates (0.24 in / 2.20 out per MTok) to the fourth decimal. JUDGE: routes to codex like every other Qwen row on this board (blanket '*': codex in the scoring config) - Alibaba weights, no self-judging conflict on a third-party host either. MODEL FIELD is the literal string 'claude-opus-5', matching the gptoss120b/20b/minimax convention for arms behind this shim: the CLI needs SOME recognized model string to reason about locally, but ANTHROPIC_BASE_URL points at localhost, so the proxy's own --model flag is what actually reaches OpenRouter - the CLI-facing string is inert plumbing, not the measured variable.;openrouter_billed_usd=1.0608;concurrent_with=repo 2-gpt56solmaxr2,repo 1-qwen38maxdashr3;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
qwen38maxdashr2,Qwen3.8-Max r2,max,3973.9,1158,570371,64325273,80400,,64977202,17.992,0,"*** REPLICATION R2 of `qwen38maxdash`, for the n=3 mean. Byte-identical to the control except this label - same served id qwen3.8-max, same max effort, same first-party DashScope endpoint, same [1m] declaration, same list rates. Ordered 2026-09-15. NOTE the control peaked at only 30,022 (repo 1) / 32,437 (repo 2) live tokens and never compacted on either repo, so the 1M declaration was never load-bearing on this arm - it is there so the CLI does not assume 200K and thrash, not because the run needs the room. Control ran on CLI 2.1.267; these replicates run on whatever the CLI is now, and bench_regime_check records the difference rather than assuming it away. *** harness=Claude Code headless against Alibaba's OWN Anthropic-compatible endpoint https://dashscope-intl.aliyuncs.com/apps/anthropic (NO local proxy and NO aggregator). This is the first-party re-run of the Aug 3 qwen38max arm, which went Claude Code -> proxy -> OpenRouter -> Alibaba. Key DASHSCOPE_API_KEY via the ${VAR} indirection in clean_env. WHY RE-RUN: the Aug 3 row billed 12.94% of its prompt tokens as UNCACHED INPUT (8,282,777 tokens, $16.57, half that row's cost) where the Sep 11 Flash rows on this endpoint billed 0.002%. That ~5,000x cache-miss gap is a serving-path property, so the old row prices the path and not the model. Scores may move too, but cost is the part that was certainly measuring the wrong thing. EFFORT: validated LOUDLY here - output_config.effort 400-rejects an invented value and names its accept-list (low, medium, high, xhigh, max). That accept-list is the SAME five Flash exposes and it CONTRADICTS the QwenCloud doc the Aug 3 arm cited (low|medium|xhigh, default xhigh, high->xhigh), which is further reason that row's tier claim was never safe. PROBE 2026-09-11 on this exact path (receipt: effort-dial-probes/20260911-qwen38max-dashscope-anthropic.txt), n=3 per tier, 32K cap, nothing truncated: mean output tokens low=4495 (3835-5161), medium=6409 (5283-7475), high=12422 (9946-14061), xhigh=13872 (8266-19309), max=11362 (6542-14902). The dial BINDS at the bottom - low's range does not overlap high, xhigh or max at all, and the 3.09x between-tier mean ratio clears the worst within-tier spread of 2.34x - and SATURATES at the top, where high, xhigh and max overlap heavily and their means are non-monotonic. Same two-rung shape the Flash probe found, on a different model, which makes it look like a property of Alibaba's serving rather than of either model. So max is the genuine top of a genuine dial AND buys nothing measurable over high. CACHING VERIFIED on this model specifically rather than inherited from Flash: 16,917 tok cache_creation cold, then cache_read on two consecutive warm calls. ctx 1,000,000, hence [1m]; Claude Code strips the suffix before the wire (raw logs echo a bare model id), so it is a CLI context declaration rather than a served model name. BILLING: token-estimate at list, NOT a bill - DashScope exposes no credits API on this path. Rates from OpenRouter's Alibaba-endpoint listing for qwen3.8-max-0902: 2.00 in / 2.50 cache-write / 0.25 cache-read / 6.00 out per MTok. cache_write is 2.50 and NOT 0.00 - a sweep of OR's catalogue on 2026-09-11 found Qwen is the ONLY family on this board it charges a cache-write fee for (DeepSeek, Z.ai, Moonshot, Tencent and Meta all publish none), and modelling it as free is exactly the error the Aug 3 row shipped with.;keepalive_sweeps=1;concurrent_with=repo 2-gpt56solmaxr2,repo 2-qwen3827b8bit,repo 1-qwen3827b8bitnc;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
qwen38maxdashr3,Qwen3.8-Max r3,max,3332.4,1086,483727,55901019,71508,,56457340,15.6158,0,"*** REPLICATION R3 of `qwen38maxdash`, for the n=3 mean. Byte-identical to the control except this label - same served id qwen3.8-max, same max effort, same first-party DashScope endpoint, same [1m] declaration, same list rates. Ordered 2026-09-15. NOTE the control peaked at only 30,022 (repo 1) / 32,437 (repo 2) live tokens and never compacted on either repo, so the 1M declaration was never load-bearing on this arm - it is there so the CLI does not assume 200K and thrash, not because the run needs the room. Control ran on CLI 2.1.267; these replicates run on whatever the CLI is now, and bench_regime_check records the difference rather than assuming it away. *** harness=Claude Code headless against Alibaba's OWN Anthropic-compatible endpoint https://dashscope-intl.aliyuncs.com/apps/anthropic (NO local proxy and NO aggregator). This is the first-party re-run of the Aug 3 qwen38max arm, which went Claude Code -> proxy -> OpenRouter -> Alibaba. Key DASHSCOPE_API_KEY via the ${VAR} indirection in clean_env. WHY RE-RUN: the Aug 3 row billed 12.94% of its prompt tokens as UNCACHED INPUT (8,282,777 tokens, $16.57, half that row's cost) where the Sep 11 Flash rows on this endpoint billed 0.002%. That ~5,000x cache-miss gap is a serving-path property, so the old row prices the path and not the model. Scores may move too, but cost is the part that was certainly measuring the wrong thing. EFFORT: validated LOUDLY here - output_config.effort 400-rejects an invented value and names its accept-list (low, medium, high, xhigh, max). That accept-list is the SAME five Flash exposes and it CONTRADICTS the QwenCloud doc the Aug 3 arm cited (low|medium|xhigh, default xhigh, high->xhigh), which is further reason that row's tier claim was never safe. PROBE 2026-09-11 on this exact path (receipt: effort-dial-probes/20260911-qwen38max-dashscope-anthropic.txt), n=3 per tier, 32K cap, nothing truncated: mean output tokens low=4495 (3835-5161), medium=6409 (5283-7475), high=12422 (9946-14061), xhigh=13872 (8266-19309), max=11362 (6542-14902). The dial BINDS at the bottom - low's range does not overlap high, xhigh or max at all, and the 3.09x between-tier mean ratio clears the worst within-tier spread of 2.34x - and SATURATES at the top, where high, xhigh and max overlap heavily and their means are non-monotonic. Same two-rung shape the Flash probe found, on a different model, which makes it look like a property of Alibaba's serving rather than of either model. So max is the genuine top of a genuine dial AND buys nothing measurable over high. CACHING VERIFIED on this model specifically rather than inherited from Flash: 16,917 tok cache_creation cold, then cache_read on two consecutive warm calls. ctx 1,000,000, hence [1m]; Claude Code strips the suffix before the wire (raw logs echo a bare model id), so it is a CLI context declaration rather than a served model name. BILLING: token-estimate at list, NOT a bill - DashScope exposes no credits API on this path. Rates from OpenRouter's Alibaba-endpoint listing for qwen3.8-max-0902: 2.00 in / 2.50 cache-write / 0.25 cache-read / 6.00 out per MTok. cache_write is 2.50 and NOT 0.00 - a sweep of OR's catalogue on 2026-09-11 found Qwen is the ONLY family on this board it charges a cache-write fee for (DeepSeek, Z.ai, Moonshot, Tencent and Meta all publish none), and modelling it as free is exactly the error the Aug 3 row shipped with.;keepalive_sweeps=2;concurrent_with=repo 1-gpt56lunamaxr2;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
gptoss120br2,gpt-oss-120b r2,default,144.4,461400,0,97792,2250,,561442,0.0751,0,"*** REPLICATION R2 of `gptoss120b`, for the n=3 mean. Byte-identical to the control except this label - the same local shim, same Groq pin, same effort=default (not asserted), same prices. Ordered 2026-09-15. *** via=local OpenRouter shim (--max-retries 20 --backoff-cap 60 --provider Groq);upstream=OR openai/gpt-oss-120b, PINNED TO GROQ with allow_fallbacks=false. More than twenty hosts serve this slug at input prices from 0.03 to 0.35 per MTok and OpenRouter load-balances per request, so an unpinned run is a blended path and not a measurement of anything. Groq is the pin because it is the ONE host that serves BOTH gpt-oss sizes - so the 120b and 20b rows differ by model size and by nothing else. (Cerebras was the first choice and serves only the 120b, which would have confounded size with host.) OPEN WEIGHTS: OpenAI-released open-weights model on someone else's hardware, not OpenAI's own serving - it prices and behaves like the host, and the row belongs with the open-weights group rather than with the GPT-5.6 family. EFFORT IS NOT ASSERTED: the arm runs with NO --effort flag (the runner honours effort=default by omitting it). That is a weaker claim than it sounds and the receipt says so - effort-dial-probes/20260912-claude-code-wire-default-effort.txt measured, through a logging pass-through, that an unflagged Claude Code still puts output_config.effort=xhigh on the main call (and high on its title side-call). OpenRouter does not implement output_config, so on THIS route the tier is dropped in transit and the served level is Groq's default - which is what makes default honest here and would not make it honest on a first-party endpoint. Groq advertises reasoning_effort for this slug; whether it binds is probed separately (receipt effort-dial-probes/20260912-gptoss120b-groq-openrouter.txt) and the row's status follows that probe. MODEL STRING carries no [1m] suffix on purpose. The suffix is the only context hint the CLI accepts - tested 2026-09-12, [128k] and [131072] are passed through verbatim and 400 as unknown model ids - so a below-200K upstream cannot be declared at all and the CLI assumes 200K. Every previous OpenRouter arm here had a 1M upstream, where that assumption is an UNDER-statement; this is the first where it OVERSTATES, so the shim now rewrites an upstream context-overflow 400 into the `prompt is too long` shape the CLI compacts on, instead of the host-specific wording it gives up on. ctx 131,072 / max out 65,536 on Groq. billing=REAL OpenRouter bill (credits-delta, canonical); Groq list 0.15 in / 0.075 cache-read / 0.60 out per MTok. JUDGE: OpenAI-derived weights, so judging routes to grok and never to codex - the no-sibling rule is about the weights, not about who serves them.;openrouter_billed_usd=0.0751;concurrent_with=repo 2-gpt56lunamaxr2;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
gptoss120br3,gpt-oss-120b r3,default,154.1,340740,0,240384,2649,,583773,0.0539,0,"*** REPLICATION R3 of `gptoss120b`, for the n=3 mean. Byte-identical to the control except this label - the same local shim, same Groq pin, same effort=default (not asserted), same prices. Ordered 2026-09-15. *** via=local OpenRouter shim (--max-retries 20 --backoff-cap 60 --provider Groq);upstream=OR openai/gpt-oss-120b, PINNED TO GROQ with allow_fallbacks=false. More than twenty hosts serve this slug at input prices from 0.03 to 0.35 per MTok and OpenRouter load-balances per request, so an unpinned run is a blended path and not a measurement of anything. Groq is the pin because it is the ONE host that serves BOTH gpt-oss sizes - so the 120b and 20b rows differ by model size and by nothing else. (Cerebras was the first choice and serves only the 120b, which would have confounded size with host.) OPEN WEIGHTS: OpenAI-released open-weights model on someone else's hardware, not OpenAI's own serving - it prices and behaves like the host, and the row belongs with the open-weights group rather than with the GPT-5.6 family. EFFORT IS NOT ASSERTED: the arm runs with NO --effort flag (the runner honours effort=default by omitting it). That is a weaker claim than it sounds and the receipt says so - effort-dial-probes/20260912-claude-code-wire-default-effort.txt measured, through a logging pass-through, that an unflagged Claude Code still puts output_config.effort=xhigh on the main call (and high on its title side-call). OpenRouter does not implement output_config, so on THIS route the tier is dropped in transit and the served level is Groq's default - which is what makes default honest here and would not make it honest on a first-party endpoint. Groq advertises reasoning_effort for this slug; whether it binds is probed separately (receipt effort-dial-probes/20260912-gptoss120b-groq-openrouter.txt) and the row's status follows that probe. MODEL STRING carries no [1m] suffix on purpose. The suffix is the only context hint the CLI accepts - tested 2026-09-12, [128k] and [131072] are passed through verbatim and 400 as unknown model ids - so a below-200K upstream cannot be declared at all and the CLI assumes 200K. Every previous OpenRouter arm here had a 1M upstream, where that assumption is an UNDER-statement; this is the first where it OVERSTATES, so the shim now rewrites an upstream context-overflow 400 into the `prompt is too long` shape the CLI compacts on, instead of the host-specific wording it gives up on. ctx 131,072 / max out 65,536 on Groq. billing=REAL OpenRouter bill (credits-delta, canonical); Groq list 0.15 in / 0.075 cache-read / 0.60 out per MTok. JUDGE: OpenAI-derived weights, so judging routes to grok and never to codex - the no-sibling rule is about the weights, not about who serves them.;openrouter_billed_usd=0.0539;concurrent_with=repo 2-gpt56lunamaxr2;WALL_CONTENDED=this leg shared the machine with the leg(s) named above, so its wall figure includes local contention - contention can inflate this figure, not shrink it. Scores, tokens and cost are unaffected"
